speed,impact,duration,power,efficiency,ml_prediction,rule_prediction,final_prediction,player_avg_speed,pro_avg_speed,gap_speed,player_avg_impact,pro_avg_impact,gap_impact,player_avg_duration,pro_avg_duration,gap_duration,player_avg_power,pro_avg_power,gap_power,player_avg_efficiency,pro_avg_efficiency,gap_efficiency,improvement_suggestions
45.67,35.28,0.5,1611.2376000000002,70.55985888028223,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
42.15,34.58,0.46,1457.5469999999998,75.17374962228342,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
42.31,29.69,0.41,1256.1839000000002,72.41445752571336,MEDIUM,WEAK,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
16.54,15.47,0.55,255.8738,28.12722158686984,WEAK,WEAK,WEAK,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
39.7,33.71,0.42,1338.287,80.26171366258653,MEDIUM,WEAK,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
44.1,34.39,0.45,1516.5990000000002,76.42205239543912,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,38.6,0.42,2051.976,91.90454308442123,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,38.39,0.4,2040.8123999999998,95.97476006309985,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
45.63,34.74,0.55,1585.1862,63.163521520869956,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,32.15,0.54,1665.37,59.53692678346891,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
43.9,27.62,0.5,1212.518,55.239889520220956,MEDIUM,WEAK,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,37.39,0.41,1987.6524,91.19489952463532,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,37.64,0.52,2000.9424,72.38447618369965,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,38.66,0.37,2055.1656,104.4862040913403,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
49.66,35.78,0.48,1776.8347999999999,74.54151137185131,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
42.9,35.79,0.47,1535.3909999999998,76.14877415154436,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,36.02,0.52,1865.836,69.26909755942776,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,36.54,0.37,1942.4663999999998,98.75648984732474,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,37.77,0.36,2007.8532,104.91637523229105,STRONG,MEDIUM,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
50.29,36.94,0.54,1857.7125999999998,68.4072807272579,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,37.09,0.44,1921.2620000000002,84.29526296531145,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,32.88,0.53,1747.9008000000001,62.037618796945665,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.63,35.94,0.51,1891.5221999999999,70.47045005794105,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
32.72,15.18,0.2,496.6896,75.89962050189749,WEAK,WEAK,WEAK,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,35.18,0.46,1822.3239999999998,76.4780946128378,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,39.37,0.33,2039.3659999999998,119.30266877979157,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,40.43,0.46,2094.274,87.89111328018852,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,38.84,0.34,2011.912,114.2349581324761,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,37.57,1.9,1997.2212,19.77367380332958,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
46.17,33.83,0.61,1561.9311,55.45892547717134,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
54.35,38.31,0.42,2082.1485000000002,91.21406853793206,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,39.19,0.46,2083.3403999999996,85.19546696637616,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,38.12,0.39,2026.4591999999998,97.74333911964328,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,36.91,0.42,1962.1355999999996,87.88074314108776,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.69,37.11,0.43,1955.3258999999998,86.30212487877935,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,39.34,0.33,2091.3144,119.21175996436376,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
44.84,32.88,0.4,1474.3392000000001,82.19979450051376,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
43.49,38.49,1.31,1673.9301000000003,29.38165696056721,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.63,36.95,0.36,1907.7285000000002,102.63860378165619,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
44.47,37.12,0.39,1650.7263999999998,95.17924313014582,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.04,37.23,0.47,1937.4491999999998,79.2125974200055,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
47.64,34.99,0.29,1666.9236,120.65475636290913,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
47.55,32.73,0.33,1556.3114999999998,99.18151763176475,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
50.61,39.32,0.35,1989.9852,112.3425361641824,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,35.96,0.54,1862.7279999999998,66.59246927320504,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,36.83,0.62,1907.7939999999999,59.40312999495161,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.39,36.54,0.62,1950.8706,58.935388813889006,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,36.77,0.47,1904.6860000000001,78.23387609813598,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
50.55,37.53,0.39,1897.1415,96.23052248583978,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,37.64,0.39,2000.9424,96.5125730446845,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.31,36.13,0.27,1889.9603000000002,133.81431920622518,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.31,36.19,0.34,1893.0989,106.44086340922526,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.38,40.18,0.54,2104.6284,74.40726961616737,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.52,40.53,0.29,2169.1656000000003,139.75813876503878,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,36.66,1.15,1898.9879999999998,31.87823314936248,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
