speed,impact,duration,power,efficiency,ml_prediction,rule_prediction,final_prediction,player_avg_speed,pro_avg_speed,gap_speed,player_avg_impact,pro_avg_impact,gap_impact,player_avg_duration,pro_avg_duration,gap_duration,player_avg_power,pro_avg_power,gap_power,player_avg_efficiency,pro_avg_efficiency,gap_efficiency,improvement_suggestions
50.25,42.36,0.94,2128.59,45.06378185,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
50.25,37.56,1.13,1887.39,33.23890864,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
50.29,44.95,8.05,2260.5355,5.583850238,STRONG,STRONG,STRONG,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
50.29,44.11,0.5,2218.2919,88.21982356,STRONG,STRONG,STRONG,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,38.34,1.88,2125.5696,20.39360617,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,34.9,23.62,1934.856,1.477561326,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
54.15,34.16,0.6,1849.764,56.93323844,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,36.95,0.54,2048.508,68.42579921,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,39.4,0.54,2184.336,72.96282785,STRONG,STRONG,STRONG,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
37.51,22.53,0.34,845.1003,66.26451099,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
40.19,27.22,0.53,1093.9718,51.35839366,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
34.63,15.9,1.02,550.617,15.58822001,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
36.2,17.58,0.36,636.396,48.83319769,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
36.93,20.28,0.41,748.9404,49.46329399,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
37.89,22.2,0.46,841.158,48.26076465,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
36.6,25.16,0.38,920.856,66.21035208,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.35,37.35,0.81,2067.3225,46.11105418,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
54.08,30.12,1.83,1628.8896,16.4590074,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
48.5,32.52,1.17,1577.22,27.79484804,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
50.25,33.57,0.42,1686.8925,79.92838112,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
54.08,35.88,0.56,1940.3904,64.07131416,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
42.28,30.15,0.55,1274.742,54.81808215,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
46.07,31.64,0.36,1457.6548,87.88864475,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
48.97,33.57,0.32,1643.9229,104.9059222,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,36.65,3.59,2031.876,10.20891081,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
43.22,33.7,0.5,1456.514,67.3998652,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
47.84,36.14,0.54,1728.9376,66.92580199,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,36.94,2.82,2047.9536,13.09928614,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
47.26,35.22,0.51,1664.4972,69.05868812,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
50.09,32.51,0.54,1628.4259,60.20359222,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,36.98,0.96,2050.1712,38.52079321,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,37.13,0.48,2058.4872,77.35400551,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,35.23,0.63,1953.1512,55.92054616,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,35.16,0.85,1949.2704,41.36465722,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,34.76,0.54,1927.0944,64.37025117,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,36.91,0.52,2046.2904,70.98063273,MEDIUM,STRONG,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.44,35.17,0.51,1949.8248,68.9606491,MEDIUM,MEDIUM,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
42.15,31.46,0.9,1326.039,34.95551672,MEDIUM,WEAK,MEDIUM,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.4,38.4,0.43,2127.36,89.3021179,STRONG,STRONG,STRONG,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
55.4,39.88,0.89,2209.352,44.80893842,STRONG,STRONG,STRONG,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
32.46,15.82,0.48,513.5172,32.95826467,WEAK,WEAK,WEAK,50.02,53.36,-3.34,33.87,47.32,-13.45,1.36,0.38,-0.98,1729.64,2524.83,-795.19,54.32,68.97,-14.65,Improve smash timing and impact force | Improve shot execution efficiency and control | Reduce swing execution time for faster response
